=== REQUEST (ollama gemma4:31b) ===
--- instructions ---
You are an entity-resolution judge for an incremental entity registry. For every mention you decide two things: which entity it is, and how it relates to the registry's broader or narrower entities.

The source lists its known entities once, as `E1…En`. Every mention names the subset of those entities that plausibly match it. Use the numbers; never write a name where a number is asked for.

## 1. `id` — identity (exact match)

Answer `"NEW"` when the mention refers to an entity that is none of its listed options; otherwise the option's `E` number. Only choose an existing entity when the supplied names and aliases support identity. Category, role, behavior, relationships, co-occurrence, and thematic similarity are NOT identity evidence. The order of options is retrieval score, which is not evidence.

Same entity — the names differ only in written form:

- a vendor, publisher, or organization prefix present in one ("Acme Foo" / "Foo");
- spacing, punctuation, hyphenation, case ("FooBar" / "Foo Bar");
- a parenthetical or bracketed descriptor ("foo (the loader used here)" / "foo");
- a file extension, platform, or implementation suffix ("foo.bin" / "foo", "Foo .NET" / "Foo");
- a generic type word stating only what kind of thing it is ("Foo tool" / "Foo");
- an acronym beside its own expansion;
- a transliteration or translation of the same proper name.

Different entities, however related — version, edition, year or identifier differs; one is a part, component or member of the other; one is a file or artifact and the other the program that made it; the base names differ. When names are alike except for an identifier or a number, match those characters exactly and never choose an option whose identifier differs. When a name pairs a structured identifier with a descriptive label — in either order, one of them usually bracketed ("K-12 (Foo)", "Foo (K-12)") — the identifier is what the name identifies. Choose the option carrying that identifier, and treat the bare label on its own as a different, broader entity.

If in doubt, answer `"NEW"`: a duplicate is repairable, a wrong merge is not.

## 2. `g` — gloss

For every mention you did NOT link, one short factual description — at most twelve words, grounded in the source, **not restating the name**. It is used to retrieve this entity later, never as identity evidence. Use `null` when the source says nothing descriptive.

## 3. `p` and `r` — the hierarchy relation

Only for mentions you answered `"NEW"`. Unlike identity, this question is answered from what the entities ARE — your general knowledge of them — not from the source text. The source does not need to state, or even hint at, the relation.

Set `p` to the `E` number of the listed entity the mention stands in a genuine narrower/broader relation to. Scan the WHOLE `E1…En` list for it: the right entity may be any listed entity, including one that another mention of this document put on the list. A mention's options row is identity retrieval only — the genuinely broader entity is usually NOT in it, because a component and the system it belongs to rarely resemble each other by name. When the mention is the narrower side, prefer the **narrowest** listed entity that is genuinely broader than it. Set `r` to one of four:

- `"v"` — the listed entity is the mention **with a qualifier removed**: a version, edition, year, release, platform, or packaging variant. `Foo 2010` under `Foo`, `Foo 7` under `Foo`, `Foo (64-bit)` under `Foo`. Both name the same thing at different precision, and that qualifier is the only difference.
- `"n"` — the mention is narrower for any other reason: a named instance under its type, a model under its product line, a derivative built on the listed base.
- `"p"` — the mention is a distinct component, member, or subdivision of the listed entity.
- `"b"` — the reverse direction: the mention is genuinely **broader** than the listed entity — the listed entity is a version, instance, or component of the mention. `Foo` mentioned when `Foo 2010` is already listed.

An identifier that names a vulnerability, advisory, exploit, or ticket (`CVE-…`, `MS…-…`, a bulletin or issue number) is NOT narrower than the product it affects: a flaw lives IN a product without being a kind, version, or part of it. For such mentions answer `null` unless the listed entity is another naming of the same flaw.

Ask it of every new entity, not only the obvious ones. You have just written each mention's gloss — use it: when a gloss names the base product, engine, family, or host system the mention is built on, and that entity appears anywhere in `E1…En`, that entity is the `p`. A gloss that says "X-based" or "component of X" while `p` is `null` is a contradiction. In particular, when several mentions of this document are versions, derivatives, components, or members of one base product that appears anywhere in `E1…En`, each of them gets that `p` — a run of siblings is the commonest case, not an exception. Set both to `null` when nothing listed is narrower or broader, when the link is merely topical, or when you cannot say what the relation is — a missing edge is recoverable, a wrong one distorts every later rollup. Never point `p` at the mention itself, and never set it on a mention you linked.

## Output

Source context bears on identity only, and only where it explicitly establishes an alias, identifier, transliteration, abbreviation, or unambiguous co-reference. The hierarchy question never depends on the source.

Output one raw JSON object, no markdown fences, no commentary, one entry per mention, in order, keys exactly in the order `m`, `id`, `g`, `p`, `r` — the gloss is written before the hierarchy answer on purpose:
{"v":[{"m":"M1","id":"E3","g":null,"p":null,"r":null},{"m":"M2","id":"NEW","g":"a 2010 release of the suite","p":"E1","r":"v"}]}

--- text ---
Source: "registry review at 1823 canonicals"
Entities:
E1. olminx.com
M89. "www.accept-action.site" (Domain) — options: E183, E263, E182, E21
M90. "whatsapp.protect-password.site" (Domain) — options: E257, E279, E76, E260
M91. "telegram.check-active.site" (Domain) — options: E169, E173, E65, E57
M92. "whatsapp.group-invitation.site" (Domain) — options: E232, E76, E228, E260
M93. "google.drive-share.site" (Domain) — options: E106, E269, E271, E21
M94. "google.share-drive.site" (Domain) — options: E106, E268, E267, E21
M95. "telegram.qweasdzx.site" (Domain) — options: E230, E273, E284, E274
M96. "lo7h.com" (Domain) — options: E46, E285, E286, E32
M97. "outlook.com" (Domain) — options: E21, E115, E2, E7
M98. "leru.life" (Domain) — options: E118, E143, E292, E293
M99. "let-me.life" (Domain) — options: E5, E296, E152, E297
M100. "outlook.live.com.exmo.day" (Domain) — options: E300, E7, E301, E302
M101. "olminx.com" (Domain) — options: E3, E307, E308, E32
M102. "lonelyatthetop.com" (Domain) — options: E286, E32, E8, E53
M103. "golos-ua.life" (Domain) — options: E3, E313, E296, E314
M104. "arentuk.com" (Domain) — options: E49, E319, E92, E32
M105. "iplogger.com" (Domain) — options: E321, E322, E323, E32
M106. "cloue.link" (Domain) — options: E149, E327, E73, E328
M107. "outlook.outlook.live.com.exmo.day" (Domain) — options: E289, E300, E301, E305
M108. "shodan.io" (Domain) — options: E96, E311, E334, E335
M109. "expeditionabroad.com" (Domain) — options: E171, E339, E340, E32
M110. "tinyurl.com" (Domain) — options: E32, E8, E343, E1
M111. "townoflakelure.com" (Domain) — options: E286, E347, E151, E32
M112. "golgba.com" (Domain) — options: E349, E350, E32, E351
M113. "webhop.me" (Domain) — options: E354, E355, E356, E357
M114. "beget.com" (Domain) — options: E122, E361, E103, E32
M115. "ssl1.online" (Domain) — options: E364, E365, E244, E366
M116. "golos-charu-ua.life" (Domain) — options: E3, E371, E372, E373
M117. "rpc.1qw.us" (Domain) — options: E277, E375, E376, E230
M118. "toloka.to" (Domain) — options: E381, E382, E320, E324
M119. "fluoxi.com" (Domain) — options: E386, E387, E321, E32
M120. "linedrv.com" (Domain) — options: E114, E390, E6, E32
M121. "noip.com" (Domain) — options: E321, E393, E394, E32
M122. "lingrevelat.com" (Domain) — options: E397, E5, E8, E32
M123. "vote-malvy.life" (Domain) — options: E398, E399, E400, E401
M124. "ualogaccs.com" (Domain) — options: E3, E35, E389, E174
M125. "akaluij.com" (Domain) — options: E3, E309, E408, E32
M126. "blopik.com" (Domain) — options: E149, E393, E409, E32
M127. "outlook.live.com.getssl.click" (Domain) — options: E410, E411, E412, E413
M128. "bloockflad.pw" (Domain) — options: E332, E418, E387, E386
M129. "unetset.com" (Domain) — options: E423, E32, E266, E174
M130. "golosa-uahhudojniku.eu" (Domain) — options: E3, E50, E426, E427
M131. "blinkij.com" (Domain) — options: E432, E393, E32, E29
M132. "onthewifi.com" (Domain) — options: E32, E434, E435, E15
M133. "golosa-hudojniku.eu" (Domain) — options: E3, E122, E438, E426
M134. "xbeta.online" (Domain) — options: E242, E370, E234, E441
M135. "lesrochersblancs.com" (Domain) — options: E39, E3, E53, E445
M136. "authssl.online" (Domain) — options: E244, E447, E448, E449
M137. "nx0.ru" (Domain) — options: E274, E452, E453, E454
M138. "webhook.site" (Domain) — options: E21, E23, E458, E81
M139. "ssl1.site" (Domain) — options: E76, E276, E221, E21
M140. "dyndns.com" (Domain) — options: E110, E461, E462, E45
M141. "tiloraso.ru" (Domain) — options: E95, E466, E467, E468
M142. "barbatus.online" (Domain) — options: E242, E471, E370, E441
M143. "icanhazip.com" (Domain) — options: E321, E31, E32, E118
M144. "ukenlog.com" (Domain) — options: E274, E5, E476, E477
M145. "lonejade.com" (Domain) — options: E312, E478, E479, E480
M146. "nk.1qw.us" (Domain) — options: E230, E375, E482, E277
M147. "diagnostic-resolver.com" (Domain) — options: E48, E77, E485, E32
M148. "redirectme.net" (Domain) — options: E487, E12, E26, E169
M149. "killredls.pw" (Domain) — options: E421, E418, E332, E490
M150. "ruvds.com" (Domain) — options: E33, E48, E464, E32
M151. "nlightusa.com" (Domain) — options: E493, E494, E32, E495
M152. "redport80.ru" (Domain) — options: E499, E500, E501, E453
M153. "serveirc.com" (Domain) — options: E26, E503, E45, E32
M154. "ereservices.com" (Domain) — options: E26, E506, E32, E162
M155. "drv2ms.com" (Domain) — options: E507, E508, E8, E32
M156. "wi-opros.top" (Domain) — options: E511, E512, E513, E514
M157. "censys.io" (Domain) — options: E520, E335, E334, E27
M158. "ui-opros.top" (Domain) — options: E516, E511, E523, E514
M159. "emterox.ru" (Domain) — options: E499, E525, E526, E453
M160. "frge.io" (Domain) — options: E119, E520, E530, E91
M161. "criticalosl.tech" (Domain) — options: E159, E521, E534, E535
M162. "vdsina.ru" (Domain) — options: E121, E227, E538, E453
M163. "ardeas.ru" (Domain) — options: E122, E456, E466, E453
M164. "myelectrive.com" (Domain) — options: E342, E72, E434, E6
M165. "hilr.ru" (Domain) — options: E121, E528, E541, E453
M166. "rmssrv.ru" (Domain) — options: E543, E544, E545, E453
M167. "kew.1qw.us" (Domain) — options: E490, E376, E230, E482
M168. "deti.eu" (Domain) — options: E49, E548, E549, E550
M169. "hopentools.ru" (Domain) — options: E466, E41, E553, E143
M170. "telecomds.online" (Domain) — options: E244, E240, E555, E370
M171. "wicksl.ru" (Domain) — options: E558, E559, E560, E453
M172. "erwini.ru" (Domain) — options: E122, E559, E562, E453
M173. "rncsq.ru" (Domain) — options: E230, E563, E564, E453
M174. "pomoshnikrbx.site" (Domain) — options: E21, E190, E568, E81
M175. "nirsoft.me" (Domain) — options: E299, E89, E359, E357
M176. "britxec.com" (Domain) — options: E571, E572, E573, E32
M177. "dwservice.net" (Domain) — options: E29, E118, E157, E488
M178. "mivocloud.com" (Domain) — options: E68, E578, E327, E32
M179. "cs1.wpc-v0cdn.org" (Domain) — options: E121, E580, E432, E581
M180. "it-develop.me" (Domain) — options: E355, E585, E458, E586
M181. "e-nas.firstcloudit.com" (Domain) — options: E590, E72, E591, E592
M182. "tbwelo.ru" (Domain) — options: E122, E455, E528, E453
M183. "fex.net" (Domain) — options: E118, E84, E595, E596
M184. "barnsertr.com" (Domain) — options: E39, E50, E424, E598
M185. "servicedesk.atera.com" (Domain) — options: E26, E505, E160, E32
M186. "mil-ee.cloud" (Domain) — options: E601, E602, E195, E603
M187. "ssl2.site" (Domain) — options: E461, E278, E606, E110
M188. "sendmail.website" (Domain) — options: E23, E21, E66, E608
M189. "mail.zhblz.com" (Domain) — options: E25, E24, E609, E21
M190. "your-mail.press" (Domain) — options: E21, E23, E610, E611
M191. "mail-box.site" (Domain) — options: E23, E193, E135, E20
M192. "fast-mail.site" (Domain) — options: E21, E184, E19, E24
M193. "protonmail.com" (Domain) — options: E23, E68, E610, E115
M194. "email.cz" (Domain) — options: E181, E115, E616, E19
M195. "patient-docs-mail.com" (Domain) — options: E19, E21, E618, E115
M196. "gmail.com" (Domain) — options: E19, E610, E609, E20
M197. "polinamailserverip.ru" (Domain) — options: E321, E455, E17, E453
M198. "mail.kzp.bg" (Domain) — options: E19, E25, E134, E23
M199. "mail.arlingtonhousing.us" (Domain) — options: E19, E129, E623, E375
M200. "mail.lebsack.de" (Domain) — options: E25, E625, E623, E626
M201. "mail.aet.in.ua" (Domain) — options: E630, E631, E632, E134
M202. "portugalmail.pt" (Domain) — options: E19, E638, E21, E419
M203. "notfiled.com" (Domain) — options: E478, E479, E640, E32
M204. "cloudflare.com" (Domain) — options: E68, E72, E348, E32
M205. "familyvote.co" (Domain) — options: E266, E161, E641, E642
M206. "vinergil.com" (Domain) — options: E39, E118, E344, E32
M207. "naffalno.site" (Domain) — options: E76, E276, E81, E266
M208. "korrespondentnet.webflow.io" (Domain) — options: E648, E20, E335, E530
M209. "webmail.facadesolutionsuae.com" (Domain) — options: E23, E4, E649, E32
M210. "familyvote.info" (Domain) — options: E126, E651, E96, E298
M211. "maluvani-uah.eu" (Domain) — options: E121, E400, E653, E227
M212. "apitelegram.org" (Domain) — options: E143, E320, E658, E70
M213. "magicpic.eu" (Domain) — options: E29, E562, E659, E660
M214. "sav.com" (Domain) — options: E29, E115, E77, E32
M215. "ddns.net" (Domain) — options: E32, E663, E664, E181
M216. "servepics.com" (Domain) — options: E26, E668, E45, E32
M217. "serveftp.com" (Domain) — options: E669, E668, E503, E32
M218. "photobucket.com" (Domain) — options: E562, E672, E32, E118
M219. "mpsv-gov.cloud" (Domain) — options: E674, E675, E676, E677
M220. "filebin.net" (Domain) — options: E192, E640, E683, E26
M221. "cdn.jsdelivr.net" (Domain) — options: E29, E68, E684, E685
M222. "sytes.net" (Domain) — options: E688, E689, E251, E465
M223. "uadop.webflow.io" (Domain) — options: E27, E691, E335, E692
M224. "cdn.discordapp.com" (Domain) — options: E106, E415, E685, E29
M225. "gofile.io" (Domain) — options: E29, E106, E694, E334
M226. "ohsxy.com" (Domain) — options: E698, E699, E351, E285
M227. "webknives.com" (Domain) — options: E118, E701, E213, E32
M228. "bounceme.net" (Domain) — options: E118, E702, E18, E26
M229. "dcshost.net" (Domain) — options: E26, E704, E192, E705
M230. "bitbucket.org" (Domain) — options: E432, E29, E695, E581
M231. "gbshost.net" (Domain) — options: E192, E118, E708, E706
M232. "droopily.eu" (Domain) — options: E122, E41, E660, E642
M233. "servemp3.com" (Domain) — options: E669, E29, E45, E32
M234. "govtr.cloud" (Domain) — options: E712, E713, E180, E714
M235. "schaeaer.pics" (Domain) — options: E118, E88, E716, E373
M236. "qwdfewf.com" (Domain) — options: E273, E274, E720, E32
M237. "plexbd.net" (Domain) — options: E118, E690, E91, E26
M238. "github.com" (Domain) — options: E722, E432, E578, E723
M239. "gov-fi.cloud" (Domain) — options: E180, E680, E350, E676
M240. "qkcew.ru" (Domain) — options: E274, E455, E375, E453
M241. "serveblog.net" (Domain) — options: E26, E729, E505, E29
M242. "hopentools.site" (Domain) — options: E84, E730, E21, E59
M243. "servegame.com" (Domain) — options: E669, E732, E45, E32
M244. "servequake.com" (Domain) — options: E32, E600, E733, E669
M245. "aneria.net" (Domain) — options: E88, E29, E588, E26
M246. "ocspdep.com" (Domain) — options: E735, E43, E736, E32
M247. "dpsu-gov-ua.com" (Domain) — options: E158, E405, E350, E737
M248. "uasystnet.com" (Domain) — options: E32, E118, E174, E739
M249. "xsph.ru" (Domain) — options: E274, E33, E741, E742
M250. "tvorchist-sch-hudojnika.eu" (Domain) — options: E121, E50, E745, E38
M251. "shapurt.ru" (Domain) — options: E320, E749, E502, E453
M252. "posish.club" (Domain) — options: E41, E752, E753, E754
M253. "uahvibir-hudojniku.eu" (Domain) — options: E121, E122, E757, E758
M254. "prostosmeritesya.ru" (Domain) — options: E761, E455, E707, E453
M255. "opros-schudojniki-uah.eu" (Domain) — options: E38, E763, E50, E764
M256. "opros-sch-hudojniki.eu" (Domain) — options: E38, E763, E745, E50
M257. "krasavchikoleg.net" (Domain) — options: E320, E230, E488, E771
M258. "lopasts.ru" (Domain) — options: E499, E563, E773, E453
M259. "yavasponimayu.ru" (Domain) — options: E753, E455, E526, E453
M260. "kopratiso.ru" (Domain) — options: E320, E41, E468, E453
M261. "dnspod.com" (Domain) — options: E778, E33, E779, E169
M262. "potrakit.ru" (Domain) — options: E320, E528, E470, E95
M263. "golosa-zaditinu-uah.eu" (Domain) — options: E121, E33, E781, E782
M264. "tas-gos.top" (Domain) — options: E785, E786, E787, E788
M265. "uohs-gov.cloud" (Domain) — options: E35, E793, E794, E676
M266. "zarabovannyok.eu" (Domain) — options: E122, E230, E660, E797
M267. "teiergam.com" (Domain) — options: E3, E32, E658, E5
M268. "zapto.org" (Domain) — options: E36, E798, E581, E320
M269. "peer-gos.top" (Domain) — options: E119, E41, E521, E789
M270. "uz-gos.top" (Domain) — options: E786, E789, E790, E802
M271. "hudojnik-malunki-uah.eu" (Domain) — options: E121, E805, E806, E400
M272. "humanitarydp.ru" (Domain) — options: E810, E121, E33, E145
M273. "hillespostelnm.eu" (Domain) — options: E143, E237, E812, E660
M274. "eu-opros.top" (Domain) — options: E511, E524, E814, E514
M275. "uasystdoc.com" (Domain) — options: E10, E35, E815, E32
M276. "civh.ru" (Domain) — options: E143, E817, E453, E33
M277. "specnaznachenie.ru" (Domain) — options: E563, E455, E819, E453
M278. "hofsteder.ru" (Domain) — options: E320, E455, E821, E453
M279. "popuasyfromua.ru" (Domain) — options: E122, E455, E815, E453
M280. "tvorchist-sch-hudojniki.eu" (Domain) — options: E121, E50, E823, E746
M281. "humanitarydp.ug" (Domain) — options: E121, E824, E143, E825
M282. "rozsenich.com" (Domain) — options: E122, E761, E503, E827
M283. "uaccsnet.com" (Domain) — options: E32, E110, E815, E325
M284. "hudojnik.eu" (Domain) — options: E121, E122, E758, E828
M285. "hudojnik-dst.eu" (Domain) — options: E33, E830, E797, E810
M286. "co-uah.top" (Domain) — options: E121, E833, E814, E775
M287. "dogiraftig.com" (Domain) — options: E32, E391, E836, E3
M288. "ddnsking.com" (Domain) — options: E32, E342, E465, E26
M289. "e-wwg.com" (Domain) — options: E237, E3, E101, E838
M290. "filedn.eu" (Domain) — options: E29, E334, E660, E96
M291. "pastebin.com" (Domain) — options: E29, E309, E32, E41
M292. "domthr.xyz" (Domain) — options: E32, E842, E843, E351
M293. "duhodown.fun" (Domain) — options: E698, E849, E850, E851
M294. "onyangdol.site" (Domain) — options: E76, E553, E186, E81
M295. "ifastnet.com" (Domain) — options: E23, E32, E363, E29
M296. "myftp.org" (Domain) — options: E853, E854, E855, E29
M297. "detipoertry.com" (Domain) — options: E49, E434, E37, E599
M298. "kohhd.com" (Domain) — options: E351, E3, E388, E693
M299. "lthhc-zm.com" (Domain) — options: E273, E571, E32, E15
M300. "aluaadin.com" (Domain) — options: E114, E433, E863, E32
M301. "proxylogon.com" (Domain) — options: E3, E9, E864, E32
M302. "golos-uah-hudojniku.eu" (Domain) — options: E3, E764, E351, E426
M303. "apeduze.com" (Domain) — options: E5, E780, E396, E32
M304. "detroito.ru" (Domain) — options: E122, E866, E95, E867
M305. "baidencult.com" (Domain) — options: E478, E32, E5, E90
M306. "troadsecow.com" (Domain) — options: E50, E8, E53, E614
M307. "mitlubald.ru" (Domain) — options: E122, E467, E453, E41
M308. "jokoloret.ru" (Domain) — options: E122, E88, E539, E453
M309. "gopoppers.com" (Domain) — options: E3, E5, E32, E468
M310. "golosdruga.ru" (Domain) — options: E122, E88, E564, E386
M311. "rivertimad.com" (Domain) — options: E114, E642, E873, E32
M312. "rresteraftin.com" (Domain) — options: E3, E874, E32, E39
M313. "beroozresaan.com" (Domain) — options: E5, E39, E701, E32
M314. "reteredelete.top" (Domain) — options: E49, E876, E403, E118
M315. "drimzis.com" (Domain) — options: E48, E474, E106, E32
M316. "filetransrediremin.com" (Domain) — options: E29, E53, E12, E32
M317. "kilomunara.com" (Domain) — options: E528, E3, E53, E538
M318. "poeuatryditieu.com" (Domain) — options: E49, E3, E53, E52
M319. "ukrstnet.com" (Domain) — options: E249, E882, E815, E740
M320. "dezword.com" (Domain) — options: E421, E693, E279, E32
M321. "golosua-hudojniku.eu" (Domain) — options: E3, E50, E426, E758
M322. "apokil.com" (Domain) — options: E753, E393, E115, E32
M323. "benokij.com" (Domain) — options: E5, E122, E408, E32
M324. "shormanz.com" (Domain) — options: E349, E610, E343, E32
M325. "azartnyjboy.com" (Domain) — options: E273, E53, E474, E32
M326. "progolosyi.info" (Domain) — options: E159, E38, E890, E156
M327. "azimurs.com" (Domain) — options: E421, E508, E322, E32
M328. "agrikoz.com" (Domain) — options: E50, E320, E780, E32
M329. "jslopasitmon.com" (Domain) — options: E286, E421, E53, E41
M330. "geroisavenko.com" (Domain) — options: E349, E122, E353, E32
M331. "authssl.site" (Domain) — options: E613, E21, E892, E893
M332. "ssl4.site" (Domain) — options: E896, E278, E76, E276
M333. "accounts---ukr.net" (Domain) — options: E56, E899, E164, E900
M334. "advanced-ip-scanner.site" (Domain) — options: E112, E111, E904, E905
M335. "ssl3.site" (Domain) — options: E463, E278, E906, E462
M336. "courtgova.site" (Domain) — options: E909, E910, E229, E81
M337. "ukr-golosovane.site" (Domain) — options: E230, E59, E911, E251
M338. "uknetlogin.com" (Domain) — options: E915, E838, E916, E32
M339. "authcheck.in" (Domain) — options: E169, E920, E921, E922
M340. "lamazone.site" (Domain) — options: E21, E925, E265, E81
M341. "gov-ua.cloud" (Domain) — options: E794, E352, E158, E927
M342. "ukrahelpforall.ucraft.site" (Domain) — options: E238, E913, E711, E81
M343. "geroiukr.site" (Domain) — options: E249, E200, E238, E929
M344. "eumr.site" (Domain) — options: E21, E459, E81, E76
M345. "military-ukraine.site" (Domain) — options: E811, E631, E404, E930
M346. "govua.cloud" (Domain) — options: E158, E350, E714, E680
M347. "ua-sec.cloud" (Domain) — options: E934, E935, E936, E350
M348. "ukr.net.ssl2.site" (Domain) — options: E938, E253, E222, E907
M349. "mfa-gov.cloud" (Domain) — options: E715, E942, E943, E180
M350. "ua-gov.cloud" (Domain) — options: E350, E947, E158, E796
M351. "uasettings.com" (Domain) — options: E32, E316, E319, E948
M352. "golos-hudojniku-ua.eu" (Domain) — options: E426, E631, E764, E950
M353. "tax-gov-ua.com" (Domain) — options: E35, E350, E158, E737
M354. "ukr.net.ssl4.site" (Domain) — options: E898, E253, E896, E255
M355. "ua-cip.org" (Domain) — options: E950, E126, E177, E955
M356. "ukr-golosovan.site" (Domain) — options: E59, E958, E3, E251
M357. "ua-sn.cloud" (Domain) — options: E72, E934, E350, E573
M358. "deti-ua.eu" (Domain) — options: E859, E552, E316, E959
M359. "gimnasikaua.site" (Domain) — options: E3, E238, E190, E236
M360. "advanced-ip-scanners.com" (Domain) — options: E112, E962, E321, E905
M361. "ua-geroi.com.ua" (Domain) — options: E631, E58, E964, E929
M362. "advanced-ip-scanner.website" (Domain) — options: E112, E111, E962, E905
M363. "i.ua" (Domain) — options: E630, E631, E967, E737
M364. "golos-ditin-ua.eu" (Domain) — options: E3, E781, E968, E237
M365. "telegram-click.ru" (Domain) — options: E528, E122, E972, E62
M366. "telegram.uk.net" (Domain) — options: E249, E218, E583, E975
M367. "telegram-mobile.ru" (Domain) — options: E122, E261, E870, E62
M368. "telegram-wap.me" (Domain) — options: E355, E71, E70, E299
M369. "vote-telegram.eu" (Domain) — options: E822, E813, E652, E237
M370. "vote-chary-telegram.info" (Domain) — options: E822, E813, E980, E159
M371. "telegram-wed.id" (Domain) — options: E976, E64, E982, E558
M372. "webk-telegram.icu" (Domain) — options: E566, E226, E861, E205
M373. "security-check.telegram.org.ohsxy.com" (Domain) — options: E699, E889, E215, E169
M374. "dodortar.ru" (Domain) — options: E466, E324, E988, E95
M375. "grabify.link" (Domain) — options: E239, E331, E330, E29
M376. "chary-telegram.eu" (Domain) — options: E973, E980, E652, E237
M377. "telegram-chary.blog" (Domain) — options: E88, E813, E261, E62
M378. "webk-telegram.sbs" (Domain) — options: E994, E213, E566, E205
M379. "advanced-ip-scaner.com" (Domain) — options: E111, E905, E881, E321
M380. "nikotod.ru" (Domain) — options: E49, E466, E467, E995
M381. "fishitor.ru" (Domain) — options: E528, E542, E996, E453
M382. "feedzai-gov.cloud" (Domain) — options: E435, E998, E794, E676
M383. "homospoison.ru" (Domain) — options: E49, E455, E999, E453
M384. "maxteroper.ru" (Domain) — options: E775, E41, E1000, E1001
M385. "gov-trust.cloud" (Domain) — options: E598, E680, E715, E1002
M386. "aws-secure.cloud" (Domain) — options: E68, E82, E755, E1003
M387. "ua-se.cloud" (Domain) — options: E72, E573, E1005, E937
M388. "vlada-gov.cloud" (Domain) — options: E796, E794, E676, E350
M389. "ukrtelecom.cloud" (Domain) — options: E249, E1006, E1007, E630
M390. "simplecloud.ru" (Domain) — options: E72, E455, E557, E453
M391. "mf-gov.cloud" (Domain) — options: E945, E947, E1010, E674
M392. "policie-gov.cloud" (Domain) — options: E1011, E676, E1012, E945
M393. "mil-be.cloud" (Domain) — options: E199, E605, E72, E603
M394. "smartcloudflare.com" (Domain) — options: E68, E72, E593, E151
M395. "ua-mil.cloud" (Domain) — options: E195, E794, E602, E196
M396. "ua-energy.cloud" (Domain) — options: E316, E934, E1014, E573
M397. "gov-gr.cloud" (Domain) — options: E598, E680, E350, E676
M398. "govps.cloud" (Domain) — options: E180, E1011, E725, E598
M399. "gov-sk.cloud" (Domain) — options: E712, E680, E350, E676
M400. "msmt-gov.cloud" (Domain) — options: E945, E1015, E794, E676
M401. "mzv-gov.cloud" (Domain) — options: E678, E674, E676, E1012
M402. "tsecurity.sbs" (Domain) — options: E520, E272, E226, E699
M403. "trust-certificate.net" (Domain) — options: E139, E575, E26, E1019
M404. "cve.mitre.org" (Domain) — options: E520, E581, E451, E137
M405. "my-gov.cloud" (Domain) — options: E72, E682, E794, E133
M406. "voa-gov.cloud" (Domain) — options: E350, E947, E794, E676
M407. "zero-trust.solutions" (Domain) — options: E650, E520, E1020, E462
M408. "mv-gov.cloud" (Domain) — options: E72, E679, E676, E945
M409. "mzd-gov.cloud" (Domain) — options: E678, E682, E676, E1012
M410. "cloudlnk.org" (Domain) — options: E72, E583, E853, E581
M411. "authssl.org" (Domain) — options: E894, E580, E1026, E520
M412. "aws-join.cloud" (Domain) — options: E72, E1004, E1003, E68
M413. "premiumjeck.site" (Domain) — options: E76, E190, E138, E81
M414. "goaccount.link" (Domain) — options: E1029, E1030, E106, E990
M415. "bugiplaysec.com" (Domain) — options: E111, E53, E573, E32
M416. "viewdns.info" (Domain) — options: E667, E169, E156, E1032
M417. "goodlenuxilam.site" (Domain) — options: E76, E3, E268, E283
M418. "viewdns.net" (Domain) — options: E96, E110, E465, E26
M419. "www.dropbox.com" (Domain) — options: E106, E26, E1035, E1036
M420. "personlog.in" (Domain) — options: E1040, E1041, E127, E1042
M421. "skreatortemp.site" (Domain) — options: E332, E21, E190, E1047
M422. "dnslookup.seowebchecker.com" (Domain) — options: E96, E171, E32, E1049
M423. "helpzzfound.site" (Domain) — options: E169, E190, E919, E81
M424. "www.virustotal.com" (Domain) — options: E169, E310, E707, E111
M425. "aws-online.cloud" (Domain) — options: E244, E932, E1003, E1050
M426. "gov-pl.cloud" (Domain) — options: E712, E680, E603, E180
M427. "tools.nexcess.net" (Domain) — options: E110, E489, E1054, E26
M428. "gov-aws.cloud" (Domain) — options: E180, E680, E1055, E1056
M429. "authssl.in" (Domain) — options: E1027, E331, E184, E1057
M430. "moskeet.com" (Domain) — options: E491, E342, E92, E32
M431. "mitraseo.hol.es" (Domain) — options: E86, E761, E612, E559
M432. "minijusfil.com" (Domain) — options: E1, E344, E115, E32
M433. "ryomy.ru" (Domain) — options: E122, E455, E123, E453
M434. "myftp.biz" (Domain) — options: E856, E29, E799, E858
M435. "tronogram.com" (Domain) — options: E597, E434, E862, E340
M436. "nxkad.ru" (Domain) — options: E122, E501, E467, E453
M437. "funedunet.com" (Domain) — options: E351, E361, E32, E328
M438. "mouseoiet.fun" (Domain) — options: E351, E849, E850, E851
M439. "myvnc.com" (Domain) — options: E72, E406, E32, E1013
M440. "t.me" (Domain) — options: E299, E1067, E355, E570
M441. "nafillimonilini.net" (Domain) — options: E118, E870, E488, E227
M442. "bubenci.ru" (Domain) — options: E88, E455, E243, E453
M443. "tarlit.ru" (Domain) — options: E499, E870, E776, E453
M444. "plengreg.fun" (Domain) — options: E328, E849, E457, E351
M445. "xmr.2miners.com" (Domain) — options: E540, E307, E322, E32
M446. "hudojniku.eu" (Domain) — options: E121, E122, E797, E1070
M447. "mil-pl.cloud" (Domain) — options: E199, E604, E1011, E195
M448. "flayga.ru" (Domain) — options: E499, E452, E1071, E453
M449. "propertyiran.ir" (Domain) — options: E1072, E1073, E374, E1074
M450. "nbu-gov.cloud" (Domain) — options: E136, E676, E1076, E350
